Entrega;Destinatario mcía.;Nombre destinatario de mercancías;Documento compras;Material;Descripción de posición;Posición;Cantidad entrega;Un.medida venta;Fe.prefer.entrega;Peso total;Unidad de peso;Volumen;Unidad de volumen;Fecha de creación de entrega;Estado de picking;Fecha de picking;Modificado el;Grupo;Fecha de creación;Creado por;Descripción;Fe.mov.mcía.real;Organización ventas;Categoría posición;Lote;Almacén;Centro;Prioridad de entrega;Estado de picking
8000059147;9000000010;00035 CASA SAN LUIS-MM;1000055464;1015947;VOE11712840 - JUEGO VALVULA;10;2;UN;10/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;29/10/2024;7346;25/10/2024;AITURRIETA;1P CAM MENDOCINA 25.10.2024;29/10/2024;MMAP;ZPNS;0000070085;2001;MM01;0;C
8000059146;9000000010;00035 CASA SAN LUIS-MM;1000055690;1015947;21538791 - bulbo de aceite;10;4;UN;10/12/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;29/10/2024;7346;25/10/2024;AITURRIETA;1P CAM MENDOCINA 25.10.2024;29/10/2024;MMAP;ZPNS;0000070078;2001;MM01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001926;DISCO CORTE 114X3.2X22.23 TYROLIT S x UN;50;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001927;DISCO CORTE 178X1.6X22 SECUR EXTRA  x UN;60;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001934;DISCO C D O A 114X4.8X22.2 SECUR x UN;70;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001943;ADHESIVO CIANO 20 G XUN;80;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001950;CANDADO 40MM XUN;90;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001961;CINTA AISLADORA NEGRA X10MT;100;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001985;VIDRIOP CARETASOLDADOR50X105MMINCOLORO;110;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001926;DISCO CORTE 114X3.2X22.23 TYROLIT S x UN;900001;6;UN;8/11/2024;0,420;KG;0,187;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000060663;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001927;DISCO CORTE 178X1.6X22 SECUR EXTRA  x UN;900002;29;UN;8/11/2024;2,755;KG;1,475;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000063374;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001927;DISCO CORTE 178X1.6X22 SECUR EXTRA  x UN;900003;56;UN;8/11/2024;5,320;KG;2,849;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000068651;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001934;DISCO C D O A 114X4.8X22.2 SECUR x UN;900004;12;UN;8/11/2024;1,320;KG;0,678;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000062529;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001934;DISCO C D O A 114X4.8X22.2 SECUR x UN;900005;21;UN;8/11/2024;2,310;KG;1,187;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000068663;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001943;ADHESIVO CIANO 20 G XUN;900006;4;UN;8/11/2024;0,120;KG;0,300;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000056747;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001943;ADHESIVO CIANO 20 G XUN;900007;1;UN;8/11/2024;0,030;KG;0,075;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000060393;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001950;CANDADO 40MM XUN;900008;4;UN;8/11/2024;0,592;KG;1,860;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000066306;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001950;CANDADO 40MM XUN;900009;6;UN;8/11/2024;0,888;KG;2,790;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000069733;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001961;CINTA AISLADORA NEGRA X10MT;900010;4;UN;8/11/2024;0,160;KG;0,226;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000063297;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001961;CINTA AISLADORA NEGRA X10MT;900011;5;UN;8/11/2024;0,200;KG;0,283;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000067924;1000;MR01;0;C
8000059145;9000000120;00368-YPF Acueducto TBH;1000056079;1001985;VIDRIOP CARETASOLDADOR50X105MMINCOLORO;900012;3;UN;8/11/2024;0,075;KG;0,032;DM3;24/10/2024;C;23/10/2024;;;;EJUAREZ;;24/10/2024;MLAP;TAN;0000059515;1000;MR01;0;C
8000059144;9000000025;00223 Comp Amb Santa Fe;1000055703;1011684;PANTALON TRABAJO GRAFA NARANJA T.54;10;4;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;4/11/2024;7361;26/10/2024;FGORGONA;1 pallet - pancho - 223;4/11/2024;MLAP;ZPNS;0000070074;2001;MR01;0;C
8000059144;9000000025;00223 Comp Amb Santa Fe;1000055703;1015828;PANTALON GRAFA70 T.46 NARANJA XUN;20;4;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;4/11/2024;7361;26/10/2024;FGORGONA;1 pallet - pancho - 223;4/11/2024;MLAP;ZPNS;0000070075;2001;MR01;0;C
8000059144;9000000025;00223 Comp Amb Santa Fe;1000055703;1015831;PANTALON GRAFA70 T.56 NARANJA XUN;30;4;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;4/11/2024;7361;26/10/2024;FGORGONA;1 pallet - pancho - 223;4/11/2024;MLAP;ZPNS;0000070076;2001;MR01;0;C
8000059144;9000000025;00223 Comp Amb Santa Fe;1000055703;1015769;CAMISA GRAFA70 T.44 NARANJA XUN;40;4;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;4/11/2024;7361;26/10/2024;FGORGONA;1 pallet - pancho - 223;4/11/2024;MLAP;ZPNS;0000070077;2001;MR01;0;C
8000059140;9000000120;00368-YPF Acueducto TBH;1000056310;6720;GRUPO ELECTROGENO ONAN CUMMINS C66D5;621;1;UN;24/10/2024;1;KG;0;DM3;24/10/2024;C;24/10/2024;;;;SBUCHER;;24/10/2024;MLAP;ZPEQ;;MR05;MR01;0;C
8000059138;9000000033;00341 Mov. Suelos San Luis;1000055443;1017066;BALIZA TIPO DESTELLANTE 1000HS;10;3;UN;29/10/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;FGORGONA;341-26102024;30/10/2024;MLAP;ZPNS;0000070066;2001;MR01;0;C
8000059138;9000000033;00341 Mov. Suelos San Luis;1000055443;1017067;BATERIA P BALIZA 1000HS;20;4;UN;29/10/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;FGORGONA;341-26102024;30/10/2024;MLAP;ZPNS;0000070067;2001;MR01;0;C
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1000043;BOTIQUIN 1ROS. AUXILIOS N 2;10;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1001682;MAMELUCODE CLAMINADOL XL60GRBLANCO;20;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1001744;BOTA GOMA P.ACERO N 40;30;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1001745;BOTA GOMA P.ACERO N 41;40;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1002063;CAMPERA DESCARNE T.XL;140;0;UN;8/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1000043;BOTIQUIN 1ROS. AUXILIOS N 2;900001;3;UN;8/11/2024;0,801;KG;2,916;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;TAN;0000066305;1000;MR01;0;C
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1001682;MAMELUCODE CLAMINADOL XL60GRBLANCO;900002;47;UN;8/11/2024;9,165;KG;104,904;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;TAN;0000046963;1000;MR01;0;C
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1001744;BOTA GOMA P.ACERO N 40;900003;4;UN;8/11/2024;8,260;KG;81,312;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;TAN;0000061358;1000;MR01;0;C
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1001745;BOTA GOMA P.ACERO N 41;900004;5;UN;8/11/2024;11,175;KG;101,640;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;TAN;8480R;1000;MR01;0;C
8000059129;9000000120;00368-YPF Acueducto TBH;1000056079;1002063;CAMPERA DESCARNE T.XL;900005;2;UN;8/11/2024;2,866;KG;15,246;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;TAN;353R;1000;MR01;0;C
8000059121;9000000010;00035 CASA SAN LUIS-MM;1000054190;1015947;Limitador 68610-0K100;10;1;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;2/10/2024;24/10/2024;;;FGORGONA;;24/10/2024;MMAP;ZPNS;0000066610;2001;MM01;0;C
8000059119;9000000120;00368-YPF Acueducto TBH;1000056300;8114;CAMION VOLCADOR VOL VM 330 6X4 (17MTS3);611;1;UN;8/10/2024;1;KG;0;DM3;24/10/2024;C;8/10/2024;;;;LMANSILLA;;8/10/2024;MLAP;ZPEQ;;MR05;MR01;0;C
8000059117;9000000023;00314 CASA Olavarría;1000056248;1003467;FARO ROJO AMBAR x UN;20;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059117;9000000023;00314 CASA Olavarría;1000056248;1003467;FARO ROJO AMBAR x UN;900001;2;UN;5/11/2024;0,660;KG;4,320;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000055461;3000;MM01;0;C
8000059116;9000000023;00314 CASA Olavarría;1000056225;1004042;LAMPARA 24V-H7 70W X UN;40;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059116;9000000023;00314 CASA Olavarría;1000056225;1004042;LAMPARA 24V-H7 70W X UN;900001;13;UN;5/11/2024;0,182;KG;0,956;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000060257;3000;MM01;0;C
8000059112;9000000023;00314 CASA Olavarría;1000055279;1002904;FILTRO HIDRAULICO CAT XUN;50;0;UN;15/10/2024;0;KG;0;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059112;9000000023;00314 CASA Olavarría;1000055279;1002957;FILTRO DE FRENO;70;0;UN;15/10/2024;0;KG;0;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059112;9000000023;00314 CASA Olavarría;1000055279;1002904;FILTRO HIDRAULICO CAT XUN;900001;2;UN;15/10/2024;3,380;KG;6,556;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000069562;3000;MM01;0;C
8000059112;9000000023;00314 CASA Olavarría;1000055279;1002957;FILTRO DE FRENO;900002;3;UN;15/10/2024;1,650;KG;10,449;DM3;24/10/2024;C;25/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000069563;3000;MM01;0;C
8000059104;9000000033;00341 Mov. Suelos San Luis;1000055981;1011217;TV LED 32PG SMART;10;1;UN;7/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;FGORGONA;341-26102024;30/10/2024;MLAP;ZPNS;0000069962;2001;MR01;0;C
8000059103;9000000120;00368-YPF Acueducto TBH;1000055680;1012784;"12"" Mantas TERMOCONTRAIBLE DIRAX HTLP 60";20;2;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;29/10/2024;7351;25/10/2024;FGORGONA;2 LN 368;29/10/2024;MLAP;ZPNI;0000069958;2001;MR01;0;C
8000059103;9000000120;00368-YPF Acueducto TBH;1000055680;1012784;"16"" Mantas TERMOCONTRAIBLE DIRAX HTLP 60";30;2;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;29/10/2024;7351;25/10/2024;FGORGONA;2 LN 368;29/10/2024;MLAP;ZPNI;0000069959;2001;MR01;0;C
8000059103;9000000120;00368-YPF Acueducto TBH;1000055680;1012784;"24"" Mantas TERMOCONTRAIBLE DIRAX HTLP 60";40;4;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;29/10/2024;7351;25/10/2024;FGORGONA;2 LN 368;29/10/2024;MLAP;ZPNI;0000069960;2001;MR01;0;C
8000059103;9000000120;00368-YPF Acueducto TBH;1000055680;1012784;"32"" Mantas TERMOCONTRAIBLE DIRAX HTLP 60";50;2;UN;4/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;29/10/2024;7351;25/10/2024;FGORGONA;2 LN 368;29/10/2024;MLAP;ZPNI;0000069961;2001;MR01;0;C
8000059085;9000000032;00271 Milicic Minería;1000055095;1001688;TAPON AUDITIVO FOAM CON CORDON;10;9;UN;23/10/2024;0,027;KG;0,574;DM3;24/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;FGONZALEZ;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPNS;0000069916;1200;MR01;0;C
8000059078;9000000023;00314 CASA Olavarría;1000056225;1004042;LAMPARA 24V-H7 70W X UN;40;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059078;9000000023;00314 CASA Olavarría;1000056225;1004042;LAMPARA 24V-H7 70W X UN;900001;17;UN;5/11/2024;0,238;KG;1,250;DM3;24/10/2024;C;24/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000061244;3000;MM01;0;C
8000059076;9000000023;00314 CASA Olavarría;1000056248;1001819;REFRIGERANTE VOLVO VCS X20LT;30;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059076;9000000023;00314 CASA Olavarría;1000056248;1001787;ACEITE ISO 68 HIDRAULICO X 205L;40;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059076;9000000023;00314 CASA Olavarría;1000056248;1001819;REFRIGERANTE VOLVO VCS X20LT;900001;2;UN;5/11/2024;45;KG;49,280;DM3;24/10/2024;C;24/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000060703;3000;MM01;0;C
8000059076;9000000023;00314 CASA Olavarría;1000056248;1001787;ACEITE ISO 68 HIDRAULICO X 205L;900002;5;UN;5/11/2024;965;KG;1.168,527;DM3;24/10/2024;C;24/10/2024;26/10/2024;7347;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000038500;3000;MM01;0;C
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002352;UNA;10;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002360;UNA BALDE;20;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002902;FILTRO HABITACULO XUN;30;0;UN;5/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;ZPCS;;3000;MM01;0;
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002352;UNA;900001;22;UN;5/11/2024;187,440;KG;88,660;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000063035;3000;MM01;0;C
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002352;UNA;900002;2;UN;5/11/2024;17,040;KG;8,060;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;RST9049;3000;MM01;0;C
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002360;UNA BALDE;900003;20;UN;5/11/2024;321,600;KG;216;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000048038;3000;MM01;0;C
8000059075;9000000023;00314 CASA Olavarría;1000056225;1002902;FILTRO HABITACULO XUN;900004;2;UN;5/11/2024;0,156;KG;2,829;DM3;24/10/2024;C;24/10/2024;26/10/2024;7344;25/10/2024;PAPPELLA;1 314 WP;26/10/2024;MMAP;TAN;0000050758;3000;MM01;0;C
8000059074;9000000033;00341 Mov. Suelos San Luis;1000056263;1002033;CAMISA TRABAJO T.44 BEIGE C LOGO;10;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059074;9000000033;00341 Mov. Suelos San Luis;1000056263;1002025;PANTALON TRABAJO T.42 BEIGE;20;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059074;9000000033;00341 Mov. Suelos San Luis;1000056263;1002033;CAMISA TRABAJO T.44 BEIGE C LOGO;900001;2;UN;12/11/2024;0,812;KG;2,014;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;1708R;2000;MR01;0;C
8000059074;9000000033;00341 Mov. Suelos San Luis;1000056263;1002033;CAMISA TRABAJO T.44 BEIGE C LOGO;900002;4;UN;12/11/2024;1,624;KG;4,028;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;3645A;2000;MR01;0;C
8000059074;9000000033;00341 Mov. Suelos San Luis;1000056263;1002025;PANTALON TRABAJO T.42 BEIGE;900003;6;UN;12/11/2024;2,700;KG;5,544;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;0000034031;2000;MR01;0;C
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1001686;ANTEOJO GRIS;10;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1001687;ANTEOJO INCOLORO;20;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1002003;CAMISA JEAN T.44 C LOGO;30;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1002010;CAMISA JEAN T.58 C LOGO;40;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1001758;BOTIN MARRON/NEGRO FLOR P.ACERO N 42;50;0;UN;12/11/2024;0;KG;0;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;ZPCS;;2000;MR01;0;
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1001686;ANTEOJO GRIS;900001;80;UN;12/11/2024;1,920;KG;20,160;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;0000066619;2000;MR01;0;C
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1001687;ANTEOJO INCOLORO;900002;80;UN;12/11/2024;1,840;KG;20,160;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;0000066104;2000;MR01;0;C
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1002003;CAMISA JEAN T.44 C LOGO;900003;3;UN;12/11/2024;1,350;KG;1,610;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;0000053185;2000;MR01;0;C
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1002010;CAMISA JEAN T.58 C LOGO;900004;2;UN;12/11/2024;1,096;KG;1,419;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;LOTEINICIA;2000;MR01;0;C
8000059073;9000000033;00341 Mov. Suelos San Luis;1000056262;1001758;BOTIN MARRON/NEGRO FLOR P.ACERO N 42;900005;4;UN;12/11/2024;5,568;KG;48,654;DM3;24/10/2024;C;24/10/2024;30/10/2024;7363;26/10/2024;PAPPELLA;341-26102024;30/10/2024;MLAP;TAN;0000069418;2000;MR01;0;C
8000059055;9000000023;00314 CASA Olavarría;1000056199;1022060;CUCHILLA LATERALES;10;2;UN;29/10/2024;0;KG;0;DM3;23/10/2024;C;24/10/2024;24/10/2024;7327;24/10/2024;ERUARTE;1P CAM MENDOCINA 24.10.2025;25/10/2024;MMAP;ZPCS;0000008177;3000;MM01;0;C
8000059055;9000000023;00314 CASA Olavarría;1000056199;1022051;CUCHILLAS CENTRALES;20;2;UN;29/10/2024;0;KG;0;DM3;23/10/2024;C;24/10/2024;24/10/2024;7327;24/10/2024;ERUARTE;1P CAM MENDOCINA 24.10.2025;25/10/2024;MMAP;ZPCS;0000008956;3000;MM01;0;C
8000059047;9000000120;00368-YPF Acueducto TBH;1000054504;1001772;BANDERIN ROJO Y BLANCO 500MM X 700MM XUN;10;0;UN;10/10/2024;0;KG;0;DM3;23/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
8000059047;9000000120;00368-YPF Acueducto TBH;1000054504;1001772;BANDERIN ROJO Y BLANCO 500MM X 700MM XUN;900001;9;UN;10/10/2024;0,270;KG;0,842;DM3;23/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;TAN;0000069730;1000;MR01;0;C
8000059046;9000000120;00368-YPF Acueducto TBH;1000056211;1001727;PROTECTOR AUDITIVO COPA PARA CASCO;40;0;UN;12/11/2024;0;KG;0;DM3;23/10/2024;C;24/10/2024;24/10/2024;7339;24/10/2024;ERUARTE;1P EXP LUJAN 24.10.2024;24/10/2024;MLAP;ZPCS;;1000;MR01;0;
